date,year,month_num,month,quarter,is_festive_season,city,state,program,campaign,donor_type,channel,donation_amount,expense_amount,beneficiaries_reached,volunteer_hours,event_count,new_donors,recurring_donors,social_reach,engagement_rate,cost_per_beneficiary
2025-03-01,2025,3,Mar,Q1,0,Patna,Bihar,Education Support,Back to School Drive,Community Group,Bank Transfer,57385,30637,161,57.1,1,11,3,7849,3.41,190.7
2025-03-01,2025,3,Mar,Q1,0,Patna,Bihar,Food Distribution,Meal Support Campaign,Community Group,UPI,52619,32016,276,94.6,3,12,4,13019,6.1,115.97
2025-03-01,2025,3,Mar,Q1,0,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Fundraising Event,63341,18799,204,63.3,2,11,5,9827,9.4,92.18
2025-03-01,2025,3,Mar,Q1,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,UPI,53591,23918,168,44.1,1,11,4,9137,6.88,142.17
2025-03-01,2025,3,Mar,Q1,0,Patna,Bihar,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,50453,23233,196,62.6,2,12,4,10211,7.75,118.76
2025-03-01,2025,3,Mar,Q1,0,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Alumni Network,Online Portal,50624,28504,143,46.3,1,8,4,6820,5.93,199.04
2025-03-01,2025,3,Mar,Q1,0,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,35639,33722,253,92.5,3,8,3,9899,4.28,133.27
2025-03-01,2025,3,Mar,Q1,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,UPI,35051,17240,169,48.5,2,6,2,8197,5.7,101.93
2025-03-01,2025,3,Mar,Q1,0,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,32474,21547,161,44.0,1,8,4,6365,5.24,133.77
2025-03-01,2025,3,Mar,Q1,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Community Group,Online Portal,34864,21627,169,57.1,2,6,2,6950,6.49,128.13
2025-04-01,2025,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Community Group,Online Portal,71956,42357,234,84.1,3,14,5,11781,7.29,181.28
2025-04-01,2025,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,77883,50224,326,89.5,3,14,7,13253,9.27,154.29
2025-04-01,2025,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,52054,26411,245,73.4,2,10,4,12049,8.15,107.76
2025-04-01,2025,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,38083,31731,235,69.9,3,8,3,8045,4.09,134.75
2025-04-01,2025,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,70527,29572,284,75.3,4,14,7,12817,3.78,104.24
2025-04-01,2025,4,Apr,Q2,0,Delhi,Delhi,Education Support,Back to School Drive,Community Group,Fundraising Event,71990,38621,237,90.2,2,12,5,11680,8.01,162.76
2025-04-01,2025,4,Apr,Q2,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,92056,44571,317,92.5,4,19,9,16492,4.57,140.47
2025-04-01,2025,4,Apr,Q2,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Online Portal,72401,26479,245,72.8,3,17,6,13049,5.23,108.1
2025-04-01,2025,4,Apr,Q2,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,72882,29964,212,63.3,2,12,6,10125,8.7,141.28
2025-04-01,2025,4,Apr,Q2,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Alumni Network,Online Portal,49272,30569,298,87.0,3,8,3,10477,8.37,102.5
2025-04-01,2025,4,Apr,Q2,0,Lucknow,Uttar Pradesh,Education Support,Back to School Drive,Individual,UPI,55146,35635,173,60.4,2,13,6,9588,9.06,205.51
2025-04-01,2025,4,Apr,Q2,0,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,39608,42793,252,85.3,2,8,3,9742,8.91,169.56
2025-04-01,2025,4,Apr,Q2,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,47742,20390,203,65.0,2,8,3,8939,4.36,100.29
2025-04-01,2025,4,Apr,Q2,0,Lucknow,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,36614,25861,222,57.9,2,7,2,9891,8.03,116.37
2025-04-01,2025,4,Apr,Q2,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,53817,26664,257,86.2,3,13,6,10477,7.91,103.89
2025-04-01,2025,4,Apr,Q2,0,Jaipur,Rajasthan,Education Support,Back to School Drive,Corporate CSR,UPI,74783,33457,148,61.5,2,13,4,10405,8.12,226.56
2025-04-01,2025,4,Apr,Q2,0,Jaipur,Rajasthan,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,39931,33969,245,73.8,3,7,3,8307,4.24,138.91
2025-04-01,2025,4,Apr,Q2,0,Jaipur,Rajasthan,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,31497,19615,191,47.9,2,7,2,5897,7.25,102.73
2025-04-01,2025,4,Apr,Q2,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,27751,25835,160,42.2,2,7,3,6686,9.08,161.11
2025-04-01,2025,4,Apr,Q2,0,Jaipur,Rajasthan,Health Awareness,Community Wellness Camp,Corporate CSR,Online Portal,56050,24467,203,63.9,2,11,6,10386,6.27,120.27
2025-04-01,2025,4,Apr,Q2,0,Patna,Bihar,Education Support,Back to School Drive,Individual,Online Portal,39003,30098,149,60.1,2,6,2,7773,4.9,201.87
2025-04-01,2025,4,Apr,Q2,0,Patna,Bihar,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,37832,35442,259,94.5,3,10,4,8744,6.24,137.06
2025-04-01,2025,4,Apr,Q2,0,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,32654,17535,167,52.5,2,7,3,7512,6.72,104.96
2025-04-01,2025,4,Apr,Q2,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,27318,20960,160,49.0,2,6,3,5930,9.67,131.35
2025-04-01,2025,4,Apr,Q2,0,Patna,Bihar,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,51375,22205,186,46.9,2,10,4,9013,6.26,119.54
2025-04-01,2025,4,Apr,Q2,0,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Corporate CSR,Online Portal,62448,24992,164,52.9,2,11,4,9120,7.56,152.57
2025-04-01,2025,4,Apr,Q2,0,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,36744,32010,255,69.0,3,9,4,8730,7.01,125.6
2025-04-01,2025,4,Apr,Q2,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,28005,18201,186,60.2,2,5,2,8260,7.05,97.81
2025-04-01,2025,4,Apr,Q2,0,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Online Portal,49958,19083,174,61.0,2,13,5,9680,3.92,109.51
2025-04-01,2025,4,Apr,Q2,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,26067,19604,196,54.0,2,5,2,7380,6.33,100.13
2025-05-01,2025,5,May,Q2,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Online Portal,67915,41830,221,76.2,2,16,5,11483,4.15,189.43
2025-05-01,2025,5,May,Q2,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,Online Portal,70703,45401,326,116.5,3,12,5,15964,7.31,139.22
2025-05-01,2025,5,May,Q2,0,Kanpur,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,46211,26745,268,68.2,3,9,4,9145,6.51,99.97
2025-05-01,2025,5,May,Q2,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,36956,32393,219,64.8,2,6,2,9147,6.67,147.8
2025-05-01,2025,5,May,Q2,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Community Group,Fundraising Event,52268,33550,259,65.7,3,9,5,8821,7.38,129.6
2025-05-01,2025,5,May,Q2,0,Delhi,Delhi,Education Support,Back to School Drive,Community Group,Fundraising Event,74547,40673,242,75.2,3,12,5,11365,5.53,168.16
2025-05-01,2025,5,May,Q2,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Alumni Network,Fundraising Event,49637,50052,301,105.6,3,10,3,11226,4.32,166.42
2025-05-01,2025,5,May,Q2,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,46805,25091,266,65.3,3,8,3,8729,5.05,94.16
2025-05-01,2025,5,May,Q2,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,51787,33294,245,81.6,2,11,4,11293,4.76,136.09
2025-05-01,2025,5,May,Q2,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,UPI,39414,27716,247,82.8,3,8,4,10270,4.77,112.39
2025-05-01,2025,5,May,Q2,0,Lucknow,Uttar Pradesh,Education Support,Back to School Drive,Individual,Bank Transfer,46393,33136,196,76.1,2,11,4,8251,5.19,169.11
2025-05-01,2025,5,May,Q2,0,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,49040,38967,307,87.8,3,12,6,11192,7.68,127.13
2025-05-01,2025,5,May,Q2,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,UPI,35123,21477,220,69.5,2,7,2,7392,8.5,97.78
2025-05-01,2025,5,May,Q2,0,Lucknow,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,33400,24829,211,68.8,2,7,3,9498,5.27,117.92
2025-05-01,2025,5,May,Q2,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,37665,23191,204,52.0,2,9,3,7028,3.36,113.82
2025-05-01,2025,5,May,Q2,0,Jaipur,Rajasthan,Education Support,Back to School Drive,Individual,Bank Transfer,51371,32582,176,56.9,2,12,5,9618,6.94,185.59
2025-05-01,2025,5,May,Q2,0,Jaipur,Rajasthan,Food Distribution,Meal Support Campaign,Alumni Network,UPI,42772,35734,249,92.4,3,7,2,9250,9.16,143.51
2025-05-01,2025,5,May,Q2,0,Jaipur,Rajasthan,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,38506,19430,215,52.3,2,6,2,9450,4.37,90.31
2025-05-01,2025,5,May,Q2,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,31863,23937,169,46.0,2,7,3,7817,7.92,141.92
2025-05-01,2025,5,May,Q2,0,Jaipur,Rajasthan,Health Awareness,Community Wellness Camp,Individual,UPI,28344,24259,229,56.5,2,5,1,6158,5.78,106.11
2025-05-01,2025,5,May,Q2,0,Patna,Bihar,Education Support,Back to School Drive,Individual,Fundraising Event,47439,29344,161,68.4,2,10,5,8545,8.38,182.08
2025-05-01,2025,5,May,Q2,0,Patna,Bihar,Food Distribution,Meal Support Campaign,Corporate CSR,UPI,58119,35337,262,74.3,3,9,3,10297,3.56,135.07
2025-05-01,2025,5,May,Q2,0,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,UPI,32423,18360,204,64.7,2,7,2,7787,9.59,89.79
2025-05-01,2025,5,May,Q2,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,51216,22927,191,56.2,3,10,5,7747,4.47,120.2
2025-05-01,2025,5,May,Q2,0,Patna,Bihar,Health Awareness,Community Wellness Camp,Corporate CSR,Bank Transfer,50011,21679,177,48.8,2,9,3,9833,3.44,122.2
2025-05-01,2025,5,May,Q2,0,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Individual,UPI,38924,27959,135,50.6,1,7,3,7013,4.74,206.63
2025-05-01,2025,5,May,Q2,0,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,32896,33563,201,67.8,2,6,2,7998,9.17,166.79
2025-05-01,2025,5,May,Q2,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,UPI,35193,17883,158,49.6,2,7,3,6018,8.51,113.18
2025-05-01,2025,5,May,Q2,0,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,25637,21075,181,49.1,2,4,2,6738,5.41,116.73
2025-05-01,2025,5,May,Q2,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,29451,19486,170,44.4,2,6,2,7326,7.37,114.61
2025-06-01,2025,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Bank Transfer,60396,38742,230,76.2,3,11,5,10242,8.53,168.52
2025-06-01,2025,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,64393,49227,377,118.8,3,12,3,12488,6.5,130.5
2025-06-01,2025,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,Fundraising Event,51828,26267,236,58.7,3,13,5,10977,6.76,111.17
2025-06-01,2025,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,43769,34508,231,75.7,2,9,3,9818,3.48,149.43
2025-06-01,2025,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,74519,32113,274,90.8,3,18,5,12949,4.24,117.21
2025-06-01,2025,6,Jun,Q2,0,Delhi,Delhi,Education Support,Back to School Drive,Individual,UPI,58358,40204,204,77.5,2,10,5,8873,3.93,197.34
2025-06-01,2025,6,Jun,Q2,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,57571,45506,380,111.9,4,11,5,11760,9.32,119.73
2025-06-01,2025,6,Jun,Q2,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,46381,24769,256,69.5,3,10,3,10298,5.05,96.64
2025-06-01,2025,6,Jun,Q2,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,43687,30150,218,76.0,2,8,3,9265,4.32,138.23
2025-06-01,2025,6,Jun,Q2,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Alumni Network,Bank Transfer,43416,29813,306,104.5,3,7,2,12089,8.06,97.42
2025-06-01,2025,6,Jun,Q2,0,Lucknow,Uttar Pradesh,Education Support,Back to School Drive,Individual,Fundraising Event,54487,37098,171,72.9,2,9,3,7405,9.74,216.35
2025-06-01,2025,6,Jun,Q2,0,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,UPI,54888,41677,284,98.0,4,11,3,12532,7.77,146.9
2025-06-01,2025,6,Jun,Q2,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,36674,22829,207,50.9,2,8,4,9209,8.13,110.3
2025-06-01,2025,6,Jun,Q2,0,Lucknow,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,36958,27256,182,50.5,2,7,3,6004,7.34,149.35
2025-06-01,2025,6,Jun,Q2,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Fundraising Event,38677,26445,223,69.7,2,7,2,9233,7.3,118.61
2025-06-01,2025,6,Jun,Q2,0,Jaipur,Rajasthan,Education Support,Back to School Drive,Individual,UPI,51094,30711,189,59.7,2,10,3,8389,7.48,162.51
2025-06-01,2025,6,Jun,Q2,0,Jaipur,Rajasthan,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,64362,36428,256,87.2,2,11,5,12346,8.17,142.15
2025-06-01,2025,6,Jun,Q2,0,Jaipur,Rajasthan,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,43693,21091,189,49.7,3,9,4,8246,4.01,111.87
2025-06-01,2025,6,Jun,Q2,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,57050,24895,179,58.9,2,10,3,10152,3.78,139.02
2025-06-01,2025,6,Jun,Q2,0,Jaipur,Rajasthan,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,33319,21466,243,66.1,2,7,3,8695,7.34,88.25
2025-06-01,2025,6,Jun,Q2,0,Patna,Bihar,Education Support,Back to School Drive,Individual,Bank Transfer,47188,30743,155,48.5,2,12,6,8496,6.63,197.79
2025-06-01,2025,6,Jun,Q2,0,Patna,Bihar,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,40860,33659,270,92.3,3,8,3,10166,9.13,124.83
2025-06-01,2025,6,Jun,Q2,0,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,32275,18274,181,57.4,2,7,4,7384,4.26,100.82
2025-06-01,2025,6,Jun,Q2,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Bank Transfer,60481,23318,189,61.6,2,14,4,9024,4.03,123.3
2025-06-01,2025,6,Jun,Q2,0,Patna,Bihar,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,30393,22310,213,72.5,3,6,3,7770,4.0,104.52
2025-06-01,2025,6,Jun,Q2,0,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Individual,Online Portal,47163,29528,165,54.3,1,9,4,8286,5.15,178.65
2025-06-01,2025,6,Jun,Q2,0,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,47973,33838,247,75.8,3,10,3,10622,3.97,137.15
2025-06-01,2025,6,Jun,Q2,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,31789,16190,155,46.2,2,7,4,5822,3.35,104.32
2025-06-01,2025,6,Jun,Q2,0,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Online Portal,52344,22770,181,53.9,2,10,4,7416,7.6,125.99
2025-06-01,2025,6,Jun,Q2,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,29516,19270,181,50.6,2,5,2,7472,6.13,106.29
2025-07-01,2025,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Alumni Network,Online Portal,73881,46671,251,90.7,2,18,8,10519,4.57,185.9
2025-07-01,2025,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,53650,51543,411,115.2,5,9,3,14697,7.89,125.47
2025-07-01,2025,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Bank Transfer,60120,26629,299,84.6,3,13,5,12150,8.08,89.16
2025-07-01,2025,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,44781,33646,239,77.3,3,8,3,8250,9.18,140.52
2025-07-01,2025,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,76900,34460,278,69.8,3,15,6,14704,7.34,124.17
2025-07-01,2025,7,Jul,Q3,0,Delhi,Delhi,Education Support,Back to School Drive,Individual,UPI,67178,37035,234,80.0,2,16,6,11948,5.56,158.01
2025-07-01,2025,7,Jul,Q3,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,56236,45472,386,116.6,4,9,4,15599,4.41,117.77
2025-07-01,2025,7,Jul,Q3,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,51319,27998,287,86.5,3,9,4,9305,7.03,97.63
2025-07-01,2025,7,Jul,Q3,0,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,51735,32806,226,67.9,2,12,4,9758,8.69,144.87
2025-07-01,2025,7,Jul,Q3,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Community Group,UPI,57450,27793,312,80.5,4,12,5,10476,6.12,89.04
2025-07-01,2025,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Education Support,Back to School Drive,Alumni Network,Fundraising Event,57466,36020,177,57.2,2,10,4,8482,4.58,204.04
2025-07-01,2025,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Alumni Network,Online Portal,54449,36339,316,111.8,3,14,4,13605,6.59,114.97
2025-07-01,2025,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,47382,21442,193,46.0,3,11,5,8854,4.52,111.02
2025-07-01,2025,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Corporate CSR,UPI,59566,28527,222,78.8,3,14,6,11109,4.8,128.39
2025-07-01,2025,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,74116,25453,254,79.9,2,17,8,10257,7.99,100.23
2025-07-01,2025,7,Jul,Q3,0,Jaipur,Rajasthan,Education Support,Back to School Drive,Alumni Network,Online Portal,55657,31257,175,74.8,2,12,4,8043,4.7,178.37
2025-07-01,2025,7,Jul,Q3,0,Jaipur,Rajasthan,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,40238,33771,241,85.1,2,8,2,8482,3.96,139.92
2025-07-01,2025,7,Jul,Q3,0,Jaipur,Rajasthan,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,41270,19398,221,60.8,2,8,4,10133,8.5,87.85
2025-07-01,2025,7,Jul,Q3,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Alumni Network,Fundraising Event,35593,24140,212,56.9,2,7,2,6840,5.84,114.01
2025-07-01,2025,7,Jul,Q3,0,Jaipur,Rajasthan,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,66801,21792,241,67.5,3,15,7,10977,4.74,90.5
2025-07-01,2025,7,Jul,Q3,0,Patna,Bihar,Education Support,Back to School Drive,Individual,Online Portal,47421,29967,169,57.9,2,9,3,7940,7.18,177.43
2025-07-01,2025,7,Jul,Q3,0,Patna,Bihar,Food Distribution,Meal Support Campaign,Individual,Online Portal,41706,33559,228,64.7,2,9,5,7228,8.07,147.34
2025-07-01,2025,7,Jul,Q3,0,Patna,Bihar,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Online Portal,46925,18671,213,64.1,3,9,3,7575,8.16,87.76
2025-07-01,2025,7,Jul,Q3,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,38155,22525,182,51.8,2,6,2,8860,3.41,123.88
2025-07-01,2025,7,Jul,Q3,0,Patna,Bihar,Health Awareness,Community Wellness Camp,Individual,UPI,33772,21191,193,55.9,3,7,3,6841,7.86,109.73
2025-07-01,2025,7,Jul,Q3,0,Bhopal,Madhya Pradesh,Education Support,Back to School Drive,Corporate CSR,Bank Transfer,74930,28770,144,54.6,2,14,6,9628,6.91,199.96
2025-07-01,2025,7,Jul,Q3,0,Bhopal,Madhya Pradesh,Food Distribution,Meal Support Campaign,Individual,UPI,37534,34230,233,78.6,3,6,2,6967,3.5,146.69
2025-07-01,2025,7,Jul,Q3,0,Bhopal,Madhya Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,44983,18620,179,53.1,2,9,5,7798,3.57,103.89
2025-07-01,2025,7,Jul,Q3,0,Bhopal,Madhya Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,32628,22580,166,43.9,2,7,2,6237,6.24,136.18
2025-07-01,2025,7,Jul,Q3,0,Bhopal,Madhya Pradesh,Health Awareness,Community Wellness Camp,Community Group,Online Portal,37099,20484,199,67.7,2,8,3,8841,3.86,103.09
2025-08-01,2025,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,Fundraising Event,128591,44318,253,83.4,3,21,7,17330,9.63,175.33
2025-08-01,2025,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,59665,53899,323,101.3,4,11,3,14495,3.83,167.01
2025-08-01,2025,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,56735,27414,278,75.0,4,10,4,10508,7.58,98.64
2025-08-01,2025,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,50085,32560,263,88.3,3,13,6,12011,7.01,123.81
2025-08-01,2025,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,49688,33432,308,100.9,3,8,4,9361,4.52,108.6
2025-08-01,2025,8,Aug,Q3,1,Delhi,Delhi,Education Support,Back to School Drive,Individual,Bank Transfer,66047,39304,233,84.5,3,11,3,9987,5.92,168.82
2025-08-01,2025,8,Aug,Q3,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,68681,46019,359,101.6,5,15,7,14132,6.89,128.21
2025-08-01,2025,8,Aug,Q3,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,48969,24077,246,76.6,3,9,4,8183,7.97,97.86
2025-08-01,2025,8,Aug,Q3,1,Delhi,Delhi,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,65164,31835,215,74.4,2,13,5,11127,3.8,148.2
2025-08-01,2025,8,Aug,Q3,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Alumni Network,Bank Transfer,50099,30035,288,73.9,3,10,5,11194,6.48,104.43
2025-08-01,2025,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Education Support,Back to School Drive,Individual,UPI,65628,36676,178,71.1,2,12,6,8936,3.9,206.13
2025-08-01,2025,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,49913,40252,276,89.2,3,8,3,10439,7.71,146.01
2025-08-01,2025,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,Bank Transfer,46243,23685,234,56.1,2,9,4,10084,9.41,101.11
2025-08-01,2025,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Bank Transfer,65159,27082,198,65.2,2,12,5,9347,6.12,136.76
2025-08-01,2025,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,47121,24418,265,89.1,3,10,5,8851,6.1,92.05
2025-08-01,2025,8,Aug,Q3,1,Jaipur,Rajasthan,Education Support,Back to School Drive,Individual,Online Portal,60504,29175,162,65.4,2,11,6,8487,5.99,180.56
2025-08-01,2025,8,Aug,Q3,1,Jaipur,Rajasthan,Food Distribution,Meal Support Campaign,Alumni Network,UPI,53973,36395,286,88.1,3,9,4,11138,3.38,127.44
2025-08-01,2025,8,Aug,Q3,1,Jaipur,Rajasthan,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,42529,19095,219,60.3,2,9,3,7606,6.61,87.09
