date,year,month_num,month,quarter,is_festive_season,city,state,program,campaign,donor_type,channel,donation_amount,expense_amount,beneficiaries_reached,volunteer_hours,event_count,new_donors,recurring_donors,social_reach,engagement_rate,cost_per_beneficiary,donation_lag_1,beneficiaries_lag_1,donation_lag_2,beneficiaries_lag_2,donation_lag_3,beneficiaries_lag_3,donation_per_beneficiary,expense_ratio,volunteer_productivity,donation_surplus,month_sin,month_cos,high_efficiency,literacy_rate_pct,urban_population_pct,multidimensional_poverty_index,population_millions
2025-07-01,2025,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Alumni Network,Online Portal,54449,36339,316,111.8,3,14,4,13605,6.59,114.97,54888.0,284.0,49040.0,307.0,39608.0,252.0,172.30696202531647,0.6673951771382395,2.8264758497316635,18110,-0.5,-0.866,1,67.7,22.3,0.143,235.0
2025-08-01,2025,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,49913,40252,276,89.2,3,8,3,10439,7.71,146.01,54449.0,316.0,54888.0,284.0,49040.0,307.0,180.84420289855072,0.8064432111874662,3.094170403587444,9661,-0.866,-0.5,0,67.7,22.3,0.143,235.0
2025-09-01,2025,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Online Portal,52454,43054,278,101.3,4,12,6,11507,8.95,154.86,49913.0,276.0,54449.0,316.0,54888.0,284.0,188.68345323741008,0.8207953635566401,2.7443237907206317,9400,-1.0,-0.0,0,67.7,22.3,0.143,235.0
2025-10-01,2025,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,56872,41971,276,89.1,4,12,6,10989,6.98,152.33,52454.0,278.0,49913.0,276.0,54449.0,316.0,206.05797101449275,0.7379905753270503,3.0976430976430978,14901,-0.866,0.5,0,67.7,22.3,0.143,235.0
2025-11-01,2025,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,48243,36846,263,87.8,3,9,3,10688,6.77,140.02,56872.0,276.0,52454.0,278.0,49913.0,276.0,183.43346007604563,0.7637584727317953,2.995444191343964,11397,-0.5,0.866,0,67.7,22.3,0.143,235.0
2025-12-01,2025,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,Online Portal,90079,42378,322,100.8,5,22,11,14334,8.14,131.8,48243.0,263.0,56872.0,276.0,52454.0,278.0,279.74844720496895,0.47045371285205206,3.1944444444444446,47701,-0.0,1.0,0,67.7,22.3,0.143,235.0
2024-02-01,2024,2,Feb,Q1,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,54096,24474,188,58.5,2,13,5,7900,7.31,130.17,46466.0,226.0,46466.0,226.0,46466.0,226.0,287.74468085106383,0.45241792369121564,3.213675213675214,29622,0.866,0.5,0,67.7,22.3,0.143,235.0
2024-03-01,2024,3,Mar,Q1,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,33222,25280,190,57.3,2,6,2,7398,6.22,133.33,54096.0,188.0,46466.0,226.0,46466.0,226.0,174.85263157894738,0.7609415447594967,3.315881326352531,7942,1.0,0.0,0,67.7,22.3,0.143,235.0
2024-04-01,2024,4,Apr,Q2,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Community Group,Bank Transfer,34352,25960,225,61.0,2,7,3,7442,8.18,115.48,33222.0,190.0,54096.0,188.0,46466.0,226.0,152.67555555555555,0.755705635770843,3.6885245901639343,8392,0.866,-0.5,1,67.7,22.3,0.143,235.0
2024-05-01,2024,5,May,Q2,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Online Portal,49684,23993,237,59.9,3,10,5,8611,5.14,101.36,34352.0,225.0,33222.0,190.0,54096.0,188.0,209.63713080168776,0.4829120038644232,3.956594323873122,25691,0.5,-0.866,1,67.7,22.3,0.143,235.0
2024-06-01,2024,6,Jun,Q2,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,59615,27454,199,67.6,3,11,5,9665,7.49,138.01,49684.0,237.0,34352.0,225.0,33222.0,190.0,299.57286432160805,0.4605216807850373,2.943786982248521,32161,0.0,-1.0,0,67.7,22.3,0.143,235.0
2024-07-01,2024,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Fundraising Event,38713,24822,208,58.5,2,7,4,7303,7.71,119.42,59615.0,199.0,49684.0,237.0,34352.0,225.0,186.12019230769232,0.6411799653863044,3.5555555555555554,13891,-0.5,-0.866,1,67.7,22.3,0.143,235.0
2024-08-01,2024,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,36884,26696,253,67.7,2,7,3,9990,7.38,105.65,38713.0,208.0,59615.0,199.0,49684.0,237.0,145.78656126482213,0.7237826699924086,3.7370753323485966,10188,-0.866,-0.5,1,67.7,22.3,0.143,235.0
2024-09-01,2024,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,35816,24682,201,64.4,2,7,3,6498,8.53,122.55,36884.0,253.0,38713.0,208.0,59615.0,199.0,178.18905472636817,0.6891333482242573,3.12111801242236,11134,-1.0,-0.0,1,67.7,22.3,0.143,235.0
2024-10-01,2024,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,70860,26116,211,63.5,2,16,6,11375,7.69,123.62,35816.0,201.0,36884.0,253.0,38713.0,208.0,335.8293838862559,0.3685577194467965,3.322834645669291,44744,-0.866,0.5,1,67.7,22.3,0.143,235.0
2024-11-01,2024,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Community Group,Bank Transfer,43390,23287,239,80.4,3,9,4,10504,7.68,97.5,70860.0,211.0,35816.0,201.0,36884.0,253.0,181.5481171548117,0.536690481677806,2.972636815920398,20103,-0.5,0.866,1,67.7,22.3,0.143,235.0
2024-12-01,2024,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Alumni Network,UPI,41420,25966,240,65.3,2,9,4,7403,4.23,108.38,43390.0,239.0,70860.0,211.0,35816.0,201.0,172.58333333333334,0.6268952197006277,3.6753445635528332,15454,-0.0,1.0,1,67.7,22.3,0.143,235.0
2025-01-01,2025,1,Jan,Q1,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Fundraising Event,38708,24723,220,66.5,2,7,2,7070,5.08,112.19,41420.0,240.0,43390.0,239.0,70860.0,211.0,175.94545454545454,0.6387051772243464,3.308270676691729,13985,0.5,0.866,1,67.7,22.3,0.143,235.0
2025-02-01,2025,2,Feb,Q1,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Fundraising Event,41450,26346,210,66.5,2,10,4,7808,5.58,125.75,38708.0,220.0,41420.0,240.0,43390.0,239.0,197.38095238095238,0.6356091676718938,3.1578947368421053,15104,0.866,0.5,1,67.7,22.3,0.143,235.0
2025-03-01,2025,3,Mar,Q1,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Community Group,Fundraising Event,50838,26773,256,63.6,3,11,3,12019,7.54,104.42,41450.0,210.0,38708.0,220.0,41420.0,240.0,198.5859375,0.5266336205200834,4.0251572327044025,24065,1.0,0.0,1,67.7,22.3,0.143,235.0
2025-04-01,2025,4,Apr,Q2,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,53817,26664,257,86.2,3,13,6,10477,7.91,103.89,50838.0,256.0,41450.0,210.0,38708.0,220.0,209.4046692607004,0.49545682591002843,2.9814385150812064,27153,0.866,-0.5,1,67.7,22.3,0.143,235.0
2025-05-01,2025,5,May,Q2,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,37665,23191,204,52.0,2,9,3,7028,3.36,113.82,53817.0,257.0,50838.0,256.0,41450.0,210.0,184.63235294117646,0.6157175096243197,3.923076923076923,14474,0.5,-0.866,1,67.7,22.3,0.143,235.0
2025-06-01,2025,6,Jun,Q2,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Fundraising Event,38677,26445,223,69.7,2,7,2,9233,7.3,118.61,37665.0,204.0,53817.0,257.0,50838.0,256.0,173.4394618834081,0.6837396902551904,3.1994261119081777,12232,0.0,-1.0,1,67.7,22.3,0.143,235.0
2025-07-01,2025,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,74116,25453,254,79.9,2,17,8,10257,7.99,100.23,38677.0,223.0,37665.0,204.0,53817.0,257.0,291.79527559055117,0.3434211236440175,3.178973717146433,48663,-0.5,-0.866,1,67.7,22.3,0.143,235.0
2025-08-01,2025,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,47121,24418,265,89.1,3,10,5,8851,6.1,92.05,74116.0,254.0,38677.0,223.0,37665.0,204.0,177.81509433962265,0.5181978311156384,2.974186307519641,22703,-0.866,-0.5,1,67.7,22.3,0.143,235.0
2025-09-01,2025,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,39373,26079,249,71.6,3,7,2,8470,6.26,104.61,47121.0,265.0,74116.0,254.0,38677.0,223.0,158.12449799196787,0.6623574530769817,3.4776536312849164,13294,-1.0,-0.0,1,67.7,22.3,0.143,235.0
2025-10-01,2025,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,47356,25719,254,82.0,2,9,3,10295,4.47,101.08,39373.0,249.0,47121.0,265.0,74116.0,254.0,186.44094488188978,0.5430990793141313,3.097560975609756,21637,-0.866,0.5,1,67.7,22.3,0.143,235.0
2025-11-01,2025,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,77349,23785,237,68.5,2,19,6,10251,4.67,100.37,47356.0,254.0,39373.0,249.0,47121.0,265.0,326.36708860759495,0.30750235943580395,3.45985401459854,53564,-0.5,0.866,1,67.7,22.3,0.143,235.0
2025-12-01,2025,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Bank Transfer,76634,26102,214,63.3,2,14,4,12172,6.13,122.02,77349.0,237.0,47356.0,254.0,39373.0,249.0,358.10280373831773,0.3406059973379962,3.3807266982622433,50532,-0.0,1.0,1,67.7,22.3,0.143,235.0
2024-02-01,2024,2,Feb,Q1,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,34814,20994,195,54.1,2,7,3,8706,8.25,107.44,36027.0,224.0,36027.0,224.0,36027.0,224.0,178.53333333333333,0.6030332624806113,3.6044362292051755,13820,0.866,0.5,1,67.7,22.3,0.143,235.0
2024-03-01,2024,3,Mar,Q1,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,45362,22573,219,65.7,2,9,4,8458,8.23,102.88,34814.0,195.0,36027.0,224.0,36027.0,224.0,207.1324200913242,0.49761915259468276,3.333333333333333,22789,1.0,0.0,1,67.7,22.3,0.143,235.0
2024-04-01,2024,4,Apr,Q2,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,34945,23215,190,61.5,2,8,3,7950,3.66,122.2,45362.0,219.0,34814.0,195.0,36027.0,224.0,183.92105263157896,0.6643296608956932,3.089430894308943,11730,0.866,-0.5,1,67.7,22.3,0.143,235.0
2024-05-01,2024,5,May,Q2,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,35403,21295,193,53.1,2,7,2,8047,5.09,110.1,34945.0,190.0,45362.0,219.0,34814.0,195.0,183.43523316062175,0.6015026975115103,3.6346516007532954,14108,0.5,-0.866,1,67.7,22.3,0.143,235.0
2024-06-01,2024,6,Jun,Q2,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,33735,23109,193,52.1,2,8,3,6523,6.75,119.73,35403.0,193.0,34945.0,190.0,45362.0,219.0,174.79274611398964,0.6850155624722098,3.7044145873320535,10626,0.0,-1.0,1,67.7,22.3,0.143,235.0
2024-07-01,2024,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,37852,22773,199,59.6,2,8,3,6357,6.84,114.51,33735.0,193.0,35403.0,193.0,34945.0,190.0,190.2110552763819,0.6016326746274966,3.338926174496644,15079,-0.5,-0.866,1,67.7,22.3,0.143,235.0
2024-08-01,2024,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,36175,23352,205,63.3,2,9,3,8829,8.63,114.07,37852.0,199.0,33735.0,193.0,35403.0,193.0,176.46341463414635,0.6455286800276434,3.2385466034755135,12823,-0.866,-0.5,1,67.7,22.3,0.143,235.0
2024-09-01,2024,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,40532,22897,209,57.2,2,10,4,7151,5.13,109.77,36175.0,205.0,37852.0,199.0,33735.0,193.0,193.93301435406698,0.5649116747261423,3.6538461538461537,17635,-1.0,-0.0,1,67.7,22.3,0.143,235.0
2024-10-01,2024,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,UPI,38652,22548,213,67.6,2,6,2,9007,7.08,106.03,40532.0,209.0,36175.0,205.0,37852.0,199.0,181.46478873239437,0.5833592052157714,3.1508875739644973,16104,-0.866,0.5,1,67.7,22.3,0.143,235.0
2024-11-01,2024,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,40869,23843,189,60.6,3,10,4,7421,9.1,126.23,38652.0,213.0,40532.0,209.0,36175.0,205.0,216.23809523809524,0.5834006214979569,3.118811881188119,17026,-0.5,0.866,1,67.7,22.3,0.143,235.0
2024-12-01,2024,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,38067,21035,188,48.9,3,7,3,7396,6.18,112.18,40869.0,189.0,38652.0,213.0,40532.0,209.0,202.4840425531915,0.5525783487009746,3.8445807770961147,17032,-0.0,1.0,1,67.7,22.3,0.143,235.0
2025-01-01,2025,1,Jan,Q1,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,Online Portal,41970,23084,214,62.9,2,7,3,8430,4.53,107.74,38067.0,188.0,40869.0,189.0,38652.0,213.0,196.1214953271028,0.5500119132713843,3.4022257551669317,18886,0.5,0.866,1,67.7,22.3,0.143,235.0
2025-02-01,2025,2,Feb,Q1,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Bank Transfer,42537,20425,230,64.8,3,7,3,10277,4.0,88.75,41970.0,214.0,38067.0,188.0,40869.0,189.0,184.94347826086957,0.4801702047629123,3.549382716049383,22112,0.866,0.5,1,67.7,22.3,0.143,235.0
2025-03-01,2025,3,Mar,Q1,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,44211,22645,215,52.7,3,7,3,9563,3.46,105.55,42537.0,230.0,41970.0,214.0,38067.0,188.0,205.6325581395349,0.5122028454457036,4.0796963946869065,21566,1.0,0.0,1,67.7,22.3,0.143,235.0
2025-04-01,2025,4,Apr,Q2,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Fundraising Event,47742,20390,203,65.0,2,8,3,8939,4.36,100.29,44211.0,215.0,42537.0,230.0,41970.0,214.0,235.1822660098522,0.42708726069289094,3.123076923076923,27352,0.866,-0.5,1,67.7,22.3,0.143,235.0
2025-05-01,2025,5,May,Q2,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,UPI,35123,21477,220,69.5,2,7,2,7392,8.5,97.78,47742.0,203.0,44211.0,215.0,42537.0,230.0,159.65,0.6114796572046807,3.1654676258992804,13646,0.5,-0.866,1,67.7,22.3,0.143,235.0
2025-06-01,2025,6,Jun,Q2,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,36674,22829,207,50.9,2,8,4,9209,8.13,110.3,35123.0,220.0,47742.0,203.0,44211.0,215.0,177.16908212560386,0.6224845939902929,4.06679764243615,13845,0.0,-1.0,1,67.7,22.3,0.143,235.0
2025-07-01,2025,7,Jul,Q3,0,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,47382,21442,193,46.0,3,11,5,8854,4.52,111.02,36674.0,207.0,35123.0,220.0,47742.0,203.0,245.50259067357513,0.4525347178253345,4.195652173913044,25940,-0.5,-0.866,1,67.7,22.3,0.143,235.0
2025-08-01,2025,8,Aug,Q3,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Alumni Network,Bank Transfer,46243,23685,234,56.1,2,9,4,10084,9.41,101.11,47382.0,193.0,36674.0,207.0,35123.0,220.0,197.6196581196581,0.5121856280950631,4.171122994652406,22558,-0.866,-0.5,1,67.7,22.3,0.143,235.0
2025-09-01,2025,9,Sep,Q3,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,39208,20933,200,56.3,2,7,4,8384,6.41,104.86,46243.0,234.0,47382.0,193.0,36674.0,207.0,196.04,0.5338961436441543,3.552397868561279,18275,-1.0,-0.0,1,67.7,22.3,0.143,235.0
2025-10-01,2025,10,Oct,Q4,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Fundraising Event,82603,23258,222,65.4,2,16,6,12041,6.16,104.63,39208.0,200.0,46243.0,234.0,47382.0,193.0,372.0855855855856,0.28156362359720594,3.3944954128440363,59345,-0.866,0.5,1,67.7,22.3,0.143,235.0
2025-11-01,2025,11,Nov,Q4,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,44703,21804,215,51.3,2,8,2,8921,8.71,101.2,82603.0,222.0,39208.0,200.0,46243.0,234.0,207.92093023255813,0.487752499832226,4.1910331384015596,22899,-0.5,0.866,1,67.7,22.3,0.143,235.0
2025-12-01,2025,12,Dec,Q4,1,Lucknow,Uttar Pradesh,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,UPI,73292,23304,236,65.6,3,16,5,13042,7.21,98.86,44703.0,215.0,82603.0,222.0,39208.0,200.0,310.5593220338983,0.31796103258200076,3.5975609756097566,49988,-0.0,1.0,1,67.7,22.3,0.143,235.0
2024-02-01,2024,2,Feb,Q1,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,42083,23782,146,42.7,1,8,3,5866,9.46,162.97,28882.0,173.0,28882.0,173.0,28882.0,173.0,288.23972602739724,0.5651213078915477,3.4192037470725993,18301,0.866,0.5,0,61.8,11.3,0.171,127.9
2024-03-01,2024,3,Mar,Q1,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,UPI,30597,21712,165,50.1,2,5,2,5977,8.13,131.26,42083.0,146.0,28882.0,173.0,28882.0,173.0,185.43636363636364,0.7096120534692943,3.2934131736526946,8885,1.0,0.0,0,61.8,11.3,0.171,127.9
2024-04-01,2024,4,Apr,Q2,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,32565,20669,181,57.6,2,6,3,7740,3.47,114.41,30597.0,165.0,42083.0,146.0,28882.0,173.0,179.91712707182322,0.6346998311070168,3.142361111111111,11896,0.866,-0.5,1,61.8,11.3,0.171,127.9
2024-05-01,2024,5,May,Q2,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Alumni Network,UPI,26848,21717,169,58.7,2,5,2,7549,6.06,128.63,32565.0,181.0,30597.0,165.0,42083.0,146.0,158.8639053254438,0.8088870679380215,2.8790459965928448,5131,0.5,-0.866,0,61.8,11.3,0.171,127.9
2024-06-01,2024,6,Jun,Q2,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,UPI,24976,22521,164,51.9,2,5,2,5011,4.56,137.29,26848.0,169.0,32565.0,181.0,30597.0,165.0,152.29268292682926,0.9017056374119155,3.159922928709056,2455,0.0,-1.0,0,61.8,11.3,0.171,127.9
2024-07-01,2024,7,Jul,Q3,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,28977,24278,145,50.7,1,6,2,5611,4.12,167.79,24976.0,164.0,26848.0,169.0,32565.0,181.0,199.84137931034482,0.8378369051316561,2.8599605522682445,4699,-0.5,-0.866,0,61.8,11.3,0.171,127.9
2024-08-01,2024,8,Aug,Q3,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Online Portal,45998,23975,172,61.9,2,11,3,7650,8.02,139.0,28977.0,145.0,24976.0,164.0,26848.0,169.0,267.43023255813955,0.5212183138397322,2.778675282714055,22023,-0.866,-0.5,0,61.8,11.3,0.171,127.9
2024-09-01,2024,9,Sep,Q3,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,29463,24391,179,47.2,2,7,3,7598,5.54,136.39,45998.0,172.0,28977.0,145.0,24976.0,164.0,164.5977653631285,0.8278518820215185,3.792372881355932,5072,-1.0,-0.0,0,61.8,11.3,0.171,127.9
2024-10-01,2024,10,Oct,Q4,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,33374,22179,180,48.4,2,6,3,6744,7.47,123.07,29463.0,179.0,45998.0,172.0,28977.0,145.0,185.4111111111111,0.6645592377299694,3.71900826446281,11195,-0.866,0.5,1,61.8,11.3,0.171,127.9
2024-11-01,2024,11,Nov,Q4,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,36441,23598,176,47.4,2,8,4,6968,6.22,133.76,33374.0,180.0,29463.0,179.0,45998.0,172.0,207.05113636363637,0.6475673005680415,3.7130801687763713,12843,-0.5,0.866,0,61.8,11.3,0.171,127.9
2024-12-01,2024,12,Dec,Q4,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Bank Transfer,63528,22876,170,61.2,2,11,4,8621,8.3,134.6,36441.0,176.0,33374.0,180.0,29463.0,179.0,373.6941176470588,0.3600931872560131,2.7777777777777777,40652,-0.0,1.0,0,61.8,11.3,0.171,127.9
2025-01-01,2025,1,Jan,Q1,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,UPI,31626,23288,167,43.2,2,6,2,6939,4.91,139.65,63528.0,170.0,36441.0,176.0,33374.0,180.0,189.37724550898204,0.7363561626509834,3.8657407407407405,8338,0.5,0.866,0,61.8,11.3,0.171,127.9
2025-02-01,2025,2,Feb,Q1,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,UPI,50558,20688,174,61.5,2,10,5,7226,8.49,118.66,31626.0,167.0,63528.0,170.0,36441.0,176.0,290.5632183908046,0.409193401637723,2.8292682926829267,29870,0.866,0.5,1,61.8,11.3,0.171,127.9
2025-03-01,2025,3,Mar,Q1,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,UPI,53591,23918,168,44.1,1,11,4,9137,6.88,142.17,50558.0,174.0,31626.0,167.0,63528.0,170.0,318.9940476190476,0.44630628277136086,3.8095238095238093,29673,1.0,0.0,0,61.8,11.3,0.171,127.9
2025-04-01,2025,4,Apr,Q2,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,27318,20960,160,49.0,2,6,3,5930,9.67,131.35,53591.0,168.0,50558.0,174.0,31626.0,167.0,170.7375,0.7672596822607805,3.2653061224489797,6358,0.866,-0.5,0,61.8,11.3,0.171,127.9
2025-05-01,2025,5,May,Q2,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,51216,22927,191,56.2,3,10,5,7747,4.47,120.2,27318.0,160.0,53591.0,168.0,50558.0,174.0,268.14659685863876,0.4476530771633864,3.398576512455516,28289,0.5,-0.866,1,61.8,11.3,0.171,127.9
2025-06-01,2025,6,Jun,Q2,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Bank Transfer,60481,23318,189,61.6,2,14,4,9024,4.03,123.3,51216.0,191.0,27318.0,160.0,53591.0,168.0,320.005291005291,0.38554256708718443,3.068181818181818,37163,0.0,-1.0,1,61.8,11.3,0.171,127.9
2025-07-01,2025,7,Jul,Q3,0,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,38155,22525,182,51.8,2,6,2,8860,3.41,123.88,60481.0,189.0,51216.0,191.0,27318.0,160.0,209.64285714285714,0.590355130389202,3.5135135135135136,15630,-0.5,-0.866,1,61.8,11.3,0.171,127.9
2025-08-01,2025,8,Aug,Q3,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,31083,21488,198,60.1,2,6,3,6023,6.29,108.73,38155.0,182.0,60481.0,189.0,51216.0,191.0,156.9848484848485,0.6913103625776148,3.2945091514143092,9595,-0.866,-0.5,1,61.8,11.3,0.171,127.9
2025-09-01,2025,9,Sep,Q3,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,39973,23759,190,63.8,2,7,3,9016,7.19,125.29,31083.0,198.0,38155.0,182.0,60481.0,189.0,210.3842105263158,0.5943762039376579,2.9780564263322886,16214,-1.0,-0.0,1,61.8,11.3,0.171,127.9
2025-10-01,2025,10,Oct,Q4,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,40701,21390,193,66.5,2,10,4,6702,3.79,110.61,39973.0,190.0,31083.0,198.0,38155.0,182.0,210.8860103626943,0.5255399130242501,2.9022556390977443,19311,-0.866,0.5,1,61.8,11.3,0.171,127.9
2025-11-01,2025,11,Nov,Q4,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Community Group,Online Portal,49558,21818,173,60.3,2,8,3,8422,4.09,126.1,40701.0,193.0,39973.0,190.0,31083.0,198.0,286.46242774566474,0.44025182614310504,2.868988391376451,27740,-0.5,0.866,1,61.8,11.3,0.171,127.9
2025-12-01,2025,12,Dec,Q4,1,Patna,Bihar,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,36644,20715,193,65.3,2,6,3,6844,8.04,107.46,49558.0,173.0,40701.0,193.0,39973.0,190.0,189.86528497409327,0.5653040061128698,2.955589586523737,15929,-0.0,1.0,1,61.8,11.3,0.171,127.9
2024-02-01,2024,2,Feb,Q1,0,Patna,Bihar,Education Support,Back to School Drive,Individual,UPI,38802,28721,142,52.8,2,7,3,5749,9.54,201.96,42270.0,144.0,42270.0,144.0,42270.0,144.0,273.2535211267606,0.7401938044430699,2.6893939393939394,10081,0.866,0.5,0,61.8,11.3,0.171,127.9
2024-03-01,2024,3,Mar,Q1,0,Patna,Bihar,Education Support,Back to School Drive,Alumni Network,Fundraising Event,45631,28065,143,59.0,2,10,4,6631,6.97,196.39,38802.0,142.0,42270.0,144.0,42270.0,144.0,319.0979020979021,0.6150424053823059,2.4237288135593222,17566,1.0,0.0,0,61.8,11.3,0.171,127.9
